task,fold,phase,population,partition,group,candidates,causally_eligible,retained,positive,negative,prevalence,censored,ambiguous,boundary,causally_ineligible,sigma_mean,tp_pips_mean,sl_pips_mean,tp_duration_open_mean,sl_duration_open_mean,timeout_duration_open_mean,regime_low_cut,regime_high_cut
dynamic,2023Q2,refit,0.0005,evaluation,low,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q2,refit,0.0005,evaluation,middle,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q2,refit,0.0005,evaluation,high,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q2,refit,0.001,training,all,28326,24182,23421,6451,16970,0.27543657401477306,754,7,0,4144,0.0014223050045982296,36.970244433461055,14.788097773384424,275.7752286467214,162.49071932633578,4320.0,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,training,ineligible,4144,0,0,0,0,,0,0,0,4144,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,training,low,8062,8062,8012,2270,5742,0.28332501248127806,46,4,0,0,0.0006332118202040678,16.77042809200188,6.708171236800752,99.30484581497798,58.57018460466736,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,training,middle,8060,8060,7888,2204,5684,0.27941176470588236,169,3,0,0,0.001183786478522268,30.88232423844672,12.35292969537869,207.52540834845735,112.70320197044335,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,training,high,8060,8060,7521,1977,5544,0.2628639808536099,539,0,0,0,0.002450112519828748,63.26299333130963,25.305197332523846,554.4855842185129,324.29023358469743,4320.0,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,evaluation,all,1682,0,0,0,0,,0,0,0,1682,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,evaluation,ineligible,1682,0,0,0,0,,0,0,0,1682,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,evaluation,low,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,evaluation,middle,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q2,refit,0.001,evaluation,high,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,temporal,training,all,892586,734096,715110,197493,517617,0.2761714980912027,18796,190,0,158490,0.000986683547684069,25.92648299158357,10.370593196633429,235.0031393517745,140.80321527721313,4320.0,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,training,ineligible,158490,0,0,0,0,,0,0,0,158490,,,,,,,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,training,low,244700,244700,243654,67988,175666,0.279035025076543,1004,42,0,0,0.00041786521090911224,11.197051169759128,4.478820467903652,101.06651173736542,58.73393257659422,,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,training,middle,244698,244698,240143,66746,173397,0.2779427257925486,4446,109,0,0,0.0008015002953725773,21.211058498090654,8.484423399236263,188.30491714859318,108.40812124777246,,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,training,high,244698,244698,231313,62759,168554,0.27131635489574735,13346,39,0,0,0.001740689785916295,45.37145969555815,18.14858387822326,429.76409757963,260.42986546924544,4320.0,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,evaluation,all,123894,32,3,0,3,0.0,29,0,0,123862,0.00020666601094911473,5.641529064968246,2.256611625987299,,7.333333333333333,,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,evaluation,ineligible,123862,0,0,0,0,,0,0,0,123862,,,,,,,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,evaluation,low,32,32,3,0,3,0.0,29,0,0,0,0.00020666601094911473,5.641529064968246,2.256611625987299,,7.333333333333333,,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,evaluation,middle,0,0,0,0,0,,0,0,0,0,,,,,,,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,temporal,evaluation,high,0,0,0,0,0,,0,0,0,0,,,,,,,0.0005987847677231071,0.0010496957282979185
dynamic,2023Q3,inner,0.0005,training,all,80680,68220,66093,18361,47732,0.27780551646921764,2107,20,0,12460,0.0013448542686780092,35.00337611150481,14.001350444601924,272.4362507488699,159.8947313005391,4320.0,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,training,ineligible,12460,0,0,0,0,,0,0,0,12460,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,training,low,22740,22740,22576,6439,16137,0.2852143869596031,153,11,0,0,0.0005980741446049976,15.857164534869618,6.342865813947847,105.95744680851064,59.17971122265601,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,training,middle,22740,22740,22269,6344,15925,0.28488032691185056,462,9,0,0,0.0011190588555323995,29.245001867790084,11.698000747116032,206.59757250945776,109.93274725274725,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,training,high,22740,22740,21248,5578,15670,0.2625188253012048,1492,0,0,0,0.00231742980589663,59.90796193185472,23.963184772741894,539.492111868053,316.8299624011409,4320.0,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,evaluation,all,5690,0,0,0,0,,0,0,0,5690,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,evaluation,ineligible,5690,0,0,0,0,,0,0,0,5690,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,evaluation,low,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,evaluation,middle,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.0005,evaluation,high,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,inner,0.001,training,all,28326,24182,23421,6451,16970,0.27543657401477306,754,7,0,4144,0.0014223050045982296,36.970244433461055,14.788097773384424,275.7752286467214,162.49071932633578,4320.0,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,training,ineligible,4144,0,0,0,0,,0,0,0,4144,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,training,low,8062,8062,8012,2270,5742,0.28332501248127806,46,4,0,0,0.0006332118202040678,16.77042809200188,6.708171236800752,99.30484581497798,58.57018460466736,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,training,middle,8060,8060,7888,2204,5684,0.27941176470588236,169,3,0,0,0.001183786478522268,30.88232423844672,12.35292969537869,207.52540834845735,112.70320197044335,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,training,high,8060,8060,7521,1977,5544,0.2628639808536099,539,0,0,0,0.002450112519828748,63.26299333130963,25.305197332523846,554.4855842185129,324.29023358469743,4320.0,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,evaluation,all,1682,0,0,0,0,,0,0,0,1682,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,evaluation,ineligible,1682,0,0,0,0,,0,0,0,1682,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,evaluation,low,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,evaluation,middle,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,inner,0.001,evaluation,high,0,0,0,0,0,,0,0,0,0,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,temporal,training,all,1022394,734128,715113,197493,517620,0.2761703395127763,18825,190,0,288266,0.0009866495473991382,25.925598788112715,10.370239515245087,235.0031393517745,140.80244009625642,4320.0,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,training,ineligible,288266,0,0,0,0,,0,0,0,288266,,,,,,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,training,low,244710,244710,243635,67980,175655,0.2790239497609128,1033,42,0,0,0.0004178213295435261,11.19591043787887,4.478364175151548,101.06319505736981,58.7333010731263,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,training,middle,244710,244710,240155,66752,173403,0.2779538214902875,4446,109,0,0,0.0008014719272277262,21.21032888068108,8.484131552272432,188.3006052253116,108.40437016660611,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,training,high,244708,244708,231323,62761,168562,0.27131327191848625,13346,39,0,0,0.0017406615479205478,45.370715969542495,18.148286387817002,429.7534615445898,260.4220767976881,4320.0,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,evaluation,all,159438,89946,85299,23745,61554,0.2783737206766785,4376,271,0,69492,0.0006538366643654396,17.702419082506996,7.080967633002798,224.83470204253527,123.45295187965039,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,evaluation,ineligible,69492,0,0,0,0,,0,0,0,69492,,,,,,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,evaluation,low,50020,50020,49112,13628,35484,0.27748819025899985,666,242,0,0,0.0003817645222313822,10.331070836904447,4.132428334761778,119.6226885823305,70.41384849509639,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,evaluation,middle,27568,27568,25708,7163,18545,0.2786292204761164,1831,29,0,0,0.0007834063813136852,21.214594283071452,8.48583771322858,242.9387128298199,141.9597735238609,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,temporal,evaluation,high,12358,12358,10479,2954,7525,0.2818971275885104,1879,0,0,0,0.001466028814609517,39.70364851412042,15.881459405648165,666.3209207853757,327.9487043189369,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q3,refit,0.0005,training,all,86790,68220,66093,18361,47732,0.27780551646921764,2107,20,0,18570,0.0013448542686780092,35.00337611150481,14.001350444601924,272.4362507488699,159.8947313005391,4320.0,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,training,ineligible,18570,0,0,0,0,,0,0,0,18570,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,training,low,22740,22740,22576,6439,16137,0.2852143869596031,153,11,0,0,0.0005980741446049976,15.857164534869618,6.342865813947847,105.95744680851064,59.17971122265601,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,training,middle,22740,22740,22269,6344,15925,0.28488032691185056,462,9,0,0,0.0011190588555323995,29.245001867790084,11.698000747116032,206.59757250945776,109.93274725274725,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,training,high,22740,22740,21248,5578,15670,0.2625188253012048,1492,0,0,0,0.00231742980589663,59.90796193185472,23.963184772741894,539.492111868053,316.8299624011409,4320.0,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,evaluation,all,7704,4692,4393,1228,3165,0.2795356248577282,285,14,0,3012,0.0008699961587588693,23.571150306428923,9.428460122571568,273.3680781758958,138.78230647709321,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,evaluation,ineligible,3012,0,0,0,0,,0,0,0,3012,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,evaluation,low,2822,2822,2752,788,1964,0.2863372093023256,56,14,0,0,0.0005487771545444886,14.857443970708474,5.942977588283389,139.08756345177665,75.50152749490834,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,evaluation,middle,1306,1306,1214,331,883,0.2726523887973641,92,0,0,0,0.0010858739167500628,29.4543602553214,11.781744102128563,321.214501510574,164.0973952434881,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.0005,evaluation,high,564,564,427,109,318,0.25526932084309134,137,0,0,0,0.0019773431054902224,53.54740400527558,21.418961602110237,1098.834862385321,459.3176100628931,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q3,refit,0.001,training,all,30138,24182,23421,6451,16970,0.27543657401477306,754,7,0,5956,0.0014223050045982296,36.970244433461055,14.788097773384424,275.7752286467214,162.49071932633578,4320.0,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,training,ineligible,5956,0,0,0,0,,0,0,0,5956,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,training,low,8062,8062,8012,2270,5742,0.28332501248127806,46,4,0,0,0.0006332118202040678,16.77042809200188,6.708171236800752,99.30484581497798,58.57018460466736,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,training,middle,8060,8060,7888,2204,5684,0.27941176470588236,169,3,0,0,0.001183786478522268,30.88232423844672,12.35292969537869,207.52540834845735,112.70320197044335,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,training,high,8060,8060,7521,1977,5544,0.2628639808536099,539,0,0,0,0.002450112519828748,63.26299333130963,25.305197332523846,554.4855842185129,324.29023358469743,4320.0,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,evaluation,all,2484,1550,1441,405,1036,0.28105482303955587,105,4,0,934,0.0009040095752993846,24.493327948813278,9.797331179525312,245.41234567901233,133.13899613899613,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,evaluation,ineligible,934,0,0,0,0,,0,0,0,934,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,evaluation,low,950,950,928,264,664,0.28448275862068967,18,4,0,0,0.0005780448256020354,15.660246472194347,6.264098588877739,129.12121212121212,74.78313253012048,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,evaluation,middle,426,426,392,116,276,0.29591836734693877,34,0,0,0,0.0011443773375823599,31.048217242612786,12.419286897045117,340.5258620689655,154.86231884057972,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q3,refit,0.001,evaluation,high,174,174,121,25,96,0.2066115702479339,53,0,0,0,0.0020952155838047546,56.67174498116612,22.66869799246645,1032.12,474.3125,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,temporal,training,all,1022394,734128,715113,197493,517620,0.2761703395127763,18825,190,0,288266,0.0009866495473991382,25.925598788112715,10.370239515245087,235.0031393517745,140.80244009625642,4320.0,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,training,ineligible,288266,0,0,0,0,,0,0,0,288266,,,,,,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,training,low,244710,244710,243635,67980,175655,0.2790239497609128,1033,42,0,0,0.0004178213295435261,11.19591043787887,4.478364175151548,101.06319505736981,58.7333010731263,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,training,middle,244710,244710,240155,66752,173403,0.2779538214902875,4446,109,0,0,0.0008014719272277262,21.21032888068108,8.484131552272432,188.3006052253116,108.40437016660611,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,training,high,244708,244708,231323,62761,168562,0.27131327191848625,13346,39,0,0,0.0017406615479205478,45.370715969542495,18.148286387817002,429.7534615445898,260.4220767976881,4320.0,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,evaluation,all,159438,89946,85299,23745,61554,0.2783737206766785,4376,271,0,69492,0.0006538366643654396,17.702419082506996,7.080967633002798,224.83470204253527,123.45295187965039,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,evaluation,ineligible,69492,0,0,0,0,,0,0,0,69492,,,,,,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,evaluation,low,50020,50020,49112,13628,35484,0.27748819025899985,666,242,0,0,0.0003817645222313822,10.331070836904447,4.132428334761778,119.6226885823305,70.41384849509639,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,evaluation,middle,27568,27568,25708,7163,18545,0.2786292204761164,1831,29,0,0,0.0007834063813136852,21.214594283071452,8.48583771322858,242.9387128298199,141.9597735238609,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,temporal,evaluation,high,12358,12358,10479,2954,7525,0.2818971275885104,1879,0,0,0,0.001466028814609517,39.70364851412042,15.881459405648165,666.3209207853757,327.9487043189369,,0.0005987525170978386,0.0010496657727719462
dynamic,2023Q4,inner,0.0005,training,all,86790,68220,66093,18361,47732,0.27780551646921764,2107,20,0,18570,0.0013448542686780092,35.00337611150481,14.001350444601924,272.4362507488699,159.8947313005391,4320.0,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,training,ineligible,18570,0,0,0,0,,0,0,0,18570,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,training,low,22740,22740,22576,6439,16137,0.2852143869596031,153,11,0,0,0.0005980741446049976,15.857164534869618,6.342865813947847,105.95744680851064,59.17971122265601,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,training,middle,22740,22740,22269,6344,15925,0.28488032691185056,462,9,0,0,0.0011190588555323995,29.245001867790084,11.698000747116032,206.59757250945776,109.93274725274725,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,training,high,22740,22740,21248,5578,15670,0.2625188253012048,1492,0,0,0,0.00231742980589663,59.90796193185472,23.963184772741894,539.492111868053,316.8299624011409,4320.0,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,evaluation,all,7704,4692,4393,1228,3165,0.2795356248577282,285,14,0,3012,0.0008699961587588693,23.571150306428923,9.428460122571568,273.3680781758958,138.78230647709321,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,evaluation,ineligible,3012,0,0,0,0,,0,0,0,3012,,,,,,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,evaluation,low,2822,2822,2752,788,1964,0.2863372093023256,56,14,0,0,0.0005487771545444886,14.857443970708474,5.942977588283389,139.08756345177665,75.50152749490834,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,evaluation,middle,1306,1306,1214,331,883,0.2726523887973641,92,0,0,0,0.0010858739167500628,29.4543602553214,11.781744102128563,321.214501510574,164.0973952434881,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.0005,evaluation,high,564,564,427,109,318,0.25526932084309134,137,0,0,0,0.0019773431054902224,53.54740400527558,21.418961602110237,1098.834862385321,459.3176100628931,,0.0008507340054231317,0.0014555693782364336
dynamic,2023Q4,inner,0.001,training,all,30138,24182,23421,6451,16970,0.27543657401477306,754,7,0,5956,0.0014223050045982296,36.970244433461055,14.788097773384424,275.7752286467214,162.49071932633578,4320.0,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,training,ineligible,5956,0,0,0,0,,0,0,0,5956,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,training,low,8062,8062,8012,2270,5742,0.28332501248127806,46,4,0,0,0.0006332118202040678,16.77042809200188,6.708171236800752,99.30484581497798,58.57018460466736,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,training,middle,8060,8060,7888,2204,5684,0.27941176470588236,169,3,0,0,0.001183786478522268,30.88232423844672,12.35292969537869,207.52540834845735,112.70320197044335,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,training,high,8060,8060,7521,1977,5544,0.2628639808536099,539,0,0,0,0.002450112519828748,63.26299333130963,25.305197332523846,554.4855842185129,324.29023358469743,4320.0,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,evaluation,all,2484,1550,1441,405,1036,0.28105482303955587,105,4,0,934,0.0009040095752993846,24.493327948813278,9.797331179525312,245.41234567901233,133.13899613899613,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,evaluation,ineligible,934,0,0,0,0,,0,0,0,934,,,,,,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,evaluation,low,950,950,928,264,664,0.28448275862068967,18,4,0,0,0.0005780448256020354,15.660246472194347,6.264098588877739,129.12121212121212,74.78313253012048,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,evaluation,middle,426,426,392,116,276,0.29591836734693877,34,0,0,0,0.0011443773375823599,31.048217242612786,12.419286897045117,340.5258620689655,154.86231884057972,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,inner,0.001,evaluation,high,174,174,121,25,96,0.2066115702479339,53,0,0,0,0.0020952155838047546,56.67174498116612,22.66869799246645,1032.12,474.3125,,0.0008956672646796346,0.0015428735188964418
dynamic,2023Q4,refit,temporal,training,all,1187918,823194,799532,220961,578571,0.27636292230955106,23201,461,0,364724,0.0009506178922404131,25.035722410846077,10.014288964338432,233.45275863161373,138.98416070983293,4320.0,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,training,ineligible,364724,0,0,0,0,,0,0,0,364724,,,,,,,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,training,low,274398,274398,272781,76139,196642,0.279121346428087,1354,263,0,0,0.0003988868865347172,10.713191781141859,4.285276712456743,101.42249044510697,58.76636222170238,,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,training,middle,274398,274398,268184,74453,193731,0.27761909733615725,6077,137,0,0,0.0007696292673845199,20.4291438762592,8.171657550503681,184.49834123541027,107.55477440368345,,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,training,high,274398,274398,258567,70369,188198,0.27214996499940053,15770,61,0,0,0.0016833375228020025,43.96483157513717,17.585932630054867,428.1046057212693,255.82692996285706,4320.0,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,evaluation,all,175406,156296,153127,42858,110269,0.2798853239467893,2883,286,0,19110,0.000682896592253856,18.34893148695083,7.33957259478033,294.35904615241026,153.7601611964195,4320.0,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,evaluation,ineligible,19110,0,0,0,0,,0,0,0,19110,,,,,,,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,evaluation,low,81986,81986,81401,22709,58692,0.2789769167454945,531,54,0,0,0.0003627632453773007,9.765745141660071,3.906298056664028,117.23946452948171,71.67462345805221,,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,evaluation,middle,45980,45980,44610,12470,32140,0.27953373683030713,1145,225,0,0,0.0007596083432505268,20.412582587627377,8.165033035050952,294.29190056134723,157.14225264467953,,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,temporal,evaluation,high,28330,28330,27116,7679,19437,0.2831907360967694,1207,7,0,0,0.0014848466898957316,39.83902813700025,15.935611254800097,818.2613621565308,400.3596564725597,4320.0,0.0005734967864455421,0.0010085393439244984
dynamic,2023Q4,refit,0.0005,training,all,94738,72854,70428,19567,50861,0.27782984040438463,2392,34,0,21884,0.0013147552797193114,34.27943265064439,13.711773060257755,272.2267593397046,158.61145464962365,4320.0,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,training,ineligible,21884,0,0,0,0,,0,0,0,21884,,,,,,,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,training,low,24286,24286,24065,6876,17189,0.2857261583212134,196,25,0,0,0.0005799416461816229,15.41865442414947,6.167461769659788,106.39281559045956,59.581709232648784,,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,training,middle,24284,24284,23749,6752,16997,0.2843067076508485,526,9,0,0,0.0010903559187886373,28.57112218800188,11.428448875200752,206.5725710900474,110.22345119727011,,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,training,high,24284,24284,22614,5939,16675,0.2626249226143097,1670,0,0,0,0.0022740287925234956,58.8500746899899,23.540029875995955,538.8661390806533,312.26450003043027,4320.0,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,evaluation,all,9258,8418,8192,2359,5833,0.2879638671875,207,19,0,840,0.0009296755954936958,24.96284768501206,9.985139074004822,371.3484527342094,179.4637054960249,4320.0,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,evaluation,ineligible,840,0,0,0,0,,0,0,0,840,,,,,,,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,evaluation,low,4558,4558,4495,1296,3199,0.2883203559510567,50,13,0,0,0.0005290308984688168,14.22729526571382,5.690918106285529,132.47067901234567,72.21350422006877,,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,evaluation,middle,2532,2532,2465,720,1745,0.2920892494929006,61,6,0,0,0.0010720031109420125,28.76334855671205,11.505339422684818,476.87083333333334,199.98968481375357,,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.0005,evaluation,high,1328,1328,1232,343,889,0.2784090909090909,96,0,0,0,0.002033414496039073,54.56358542598872,21.82543417039549,1052.4256559766764,544.3990498812351,4320.0,0.000828582418857549,0.0014191129162532464
dynamic,2023Q4,refit,0.001,training,all,32694,25720,24850,6852,17998,0.2757344064386318,859,11,0,6974,0.0013913627863812719,36.225763089874,14.4903052359496,273.70242265032107,160.82058017997875,4320.0,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,training,ineligible,6974,0,0,0,0,,0,0,0,6974,,,,,,,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,training,low,8574,8574,8506,2414,6092,0.2837996708205972,60,8,0,0,0.000614453746818747,16.315968879772694,6.526387551909077,100.24647887323944,59.21372291529875,,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,training,middle,8574,8574,8379,2345,6034,0.27986633249791143,192,3,0,0,0.0011534266265664657,30.16115038748479,12.064460154993917,204.46140724946696,110.23980775604906,,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,training,high,8572,8572,7965,2093,5872,0.2627746390458255,607,0,0,0,0.0024064447671863624,62.20623029329138,24.88249211731655,551.3387482083134,321.1316565481353,4320.0,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,evaluation,all,3012,2744,2669,760,1909,0.2847508430123642,69,6,0,268,0.0009669984006044254,25.960792701682227,10.38431708067289,370.62894736842105,180.07131537242472,4320.0,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,evaluation,ineligible,268,0,0,0,0,,0,0,0,268,,,,,,,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,evaluation,low,1466,1466,1446,420,1026,0.29045643153526973,15,5,0,0,0.0005591532622969822,15.040000839283179,6.016000335713271,132.87857142857143,75.00194931773879,,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,evaluation,middle,882,882,859,245,614,0.2852153667054715,22,1,0,0,0.0011247237596369772,30.15886070472677,12.063544281890708,517.3387755102041,205.20521172638436,,0.0008733016056357035,0.0015080664701540552
dynamic,2023Q4,refit,0.001,evaluation,high,396,396,364,95,269,0.260989010989011,32,0,0,0,0.0021255519513418025,57.03954242792393,22.815816971169568,1043.378947368421,545.1660079051384,4320.0,0.0008733016056357035,0.0015080664701540552
